ccn,state_or_region,reporting_entity_name_common,machine_readable_url
040050,AR,Ouachita County Medical Center,https://www.ouachitamedcenter.com/Content/Uploads/ouachitamedcenter.com/files/CHARGEMASTERupdated.csv
040051,AR,Drew Memorial Health System,https://drewmemorial.simplefocus.dev/content/uploads/2020/12/352414105-Drew-Memorial-Health-System-Standard-Charges-1.xlsx
040055,AR,Baptist Health - Fort Smith,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/825426152_BH-FS_StandardCharges.xlsx
040062,AR,Mercy Hospital Fort Smith,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/710240352_mercyhospitalfortsmith_standardcharges.json
040067,AR,Magnolia Regional Medical Center,http://magnoliarmc.org/wp-content/uploads/2021/03/MRMC-Standard-Charges-1.1.2021.xlsx
040069,AR,Great River Medical Center,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/3da9ca85-20c5-41a0-bdcd-1c72cbc6cce2/716042625_MCHS-GREAT%20RIVER%20MEDICAL%20CENTER_standardcharges.zip
040072,AR,Baptist Health Medical Center-stuttgart,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/611570855_BHMC-STUTTGART_StandardCharges.xlsx
040076,AR,Baptist Health Medical Center-hot Springs County,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-HSC_StandardCharges.xlsx
040078,AR,National Park Medical Center,https://nationalparkmedical.com/sites/nationalpark/assets/uploads/62-1769635_NATIONAL_PARK_MEDICAL_CENTER_StandardCharges.zip
040084,AR,Saline Memorial Hospital,https://www.salinememorial.org/sites/saline/assets/uploads/CDM%20-%20SALINE%20HEALTH%20SYSTEM%2013280.xlsx
040088,AR,Medical Center Of South Arkansas,https://www.themedcenter.net/Uploads/Public/Documents/charge-masters/710785071_Med%20Ctr%20of%20S%20Ark_standardcharges.csv
040114,AR,Baptist Health Medical Center-little Rock,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-LR_StandardCharges.xlsx
040118,AR,Nea Baptist Memorial Hospital,https://sites.bmhcc.org/-/media/Pricing-Documents/AR/26-1214372_NEA-Baptist_STANDARDCHARGES.zip
040119,AR,White River Medical Center,https://pricetransparency.blob.core.windows.net/whiteriver/71-0411459_whiterivermedicalcenter_standardcharges.csv
040134,AR,"Arkansas Heart Hospital, Llc",https://assets.changehealthcare.com/Shop/PROD/static/ArkansasHeart/56-1993245_ArkansasHeart_standardcharges.csv.zip
040137,AR,St Vincent Medical Center/north,https://www.chistvincent.com/docs/default-source/transparency/710236917_chi-st-vincent-north_standardcharges.csv
040147,AR,Arkansas Surgical Hospital,https://clariti-health.com/csp/clariti/machinereadable/710858717_Arkansas%20Surgical%20Hospital_standardcharges.csv
040152,AR,Northwest Health Physicians Specialty Hospital,https://www.northwesthealth.com/Uploads/Public/Documents/charge-masters/811156570_NW%20Physicians%20Specialty_standardcharges.csv
040153,AR,Wadley Regional Medical Center At Hope,https://content.steward.org/sites/default/files/2022-09/201249189_WadleyRegionalMedicalCenteratHope_standardcharges_0_0.csv
040154,AR,Baptist Health Medical Center- Conway,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/461629800_BHMC-CONWAY_StandardCharges.xlsx
040155,AR,Arkansas Continued Care Hospital Of Jonesboro,https://static1.squarespace.com/static/62827d5bb6e4de24c9a75e1b/t/6296640ee1ba2179621670e7/1654023183485/365754748_Arkansas-Continued-Care-Hospital-of-Jonesboro_standardcharges_2022.xls.xlsx
040156,AR,"Baptist Memorial Hospital-crittenden, Inc",https://sites.bmhcc.org/-/media/Pricing-Documents/AR/82-3844150_BMH-Crittenden_STANDARDCHARGES.zip
040161,AR,Arkansas Heart Hospital-encore,https://assets.changehealthcare.com/Shop/PROD/static/ArkansasHeart/56-1993245_ArkansasHeart_standardcharges.csv.zip
041300,AR,Mercy Hospital Paris,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/710655753_mercyhospitalparis_standardcharges.json
041303,AR,Mercy Hospital Ozark,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/710689680_mercyhospitalozark_standardcharges.json
041305,AR,Mercy Hospital Waldron,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/710557895_mercyhospitalwaldron_standardcharges.json
041308,AR,Mcgehee Hospital,https://mcgeheehospital.org/wp-content/uploads/2021/07/TRUBRIDGE-FINISHED-CHARGEMASTER.xlsx
041310,AR,Stone County Medical Center,https://pricetransparency.blob.core.windows.net/whiteriver/71-0411459_stonecountymedicalcenter_standardcharges.csv
041312,AR,Baptist Health Medical Center Heber Spings,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-HEBER_StandardCharges.xlsx
041313,AR,Ozark Health,https://www.ozarkhealth.net/sites/default/files/2022-09/9-2022%20Pricing%20Transparency%20Data.xlsx
041318,AR,Mercy Hospital Booneville,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/463851119_mercyhospitalbooneville_standardcharges.json
041321,AR,Baptist Health Medical Center-arkadelphia,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-ARK_StandardCharges.xlsx
041322,AR,Fulton County Hospital,https://8f386ef5-d8b2-4ca4-92d4-c77bf9fc665b.filesusr.com/ugd/dd50cb_c1ea9e8cb03f446bae0b72810f14f6a8.xls
041324,AR,Chi St Vincent Morrilton,https://www.chistvincent.com/docs/default-source/transparency/710245507_chi-st-vincent-morrilton_standardcharges.csv
041327,AR,Bradley County Medical Center,https://www.bradleycountymedicalcenter.com/docs/BCMC_Machine_Readable_File.xls
041328,AR,Chicot Memorial Medical Center,https://www.chicotmemorial.com/wp-content/uploads/2022/08/CMMC-Charge-Master-08312022.csv
041329,AR,Mercy Hospital Berryville,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/710759299_mercyhospitalberryville_standardcharges.json
041330,AR,Piggott Community Hospital,https://piggotthealthsystem.com/wp-content/uploads/2021/07/PCH_CDM.xlsx
042004,AR,Christus Dubuis Hospital Of Hot Springs,https://lhcgroup.com/wp-content/uploads/Arkansas-Extended-Care-Hospital-Hot-Springs-Standard-Charges.csv
042006,AR,Select Speciality Hospital-fort Smith Inc,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/71-0813112_Select_Specialty_Hospital-Fort_Smith_standardcharges.csv
042008,AR,Arkansas Extended Care Hospital-fort Smith,https://lhcgroup.com/wp-content/uploads/Arkansas-Extended-Care-Hospital-Fort-Smith-Standard-Charges.csv
042009,AR,Regency Hospital Of Northwest Arkansas,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/20-0226432_Regency_Hospital_of_Springdale_standardcharges.csv
042010,AR,Cornerstone Hospital Little Rock,https://www.chghospitals.com/wp-content/uploads/2022/09/472844938_CSHLittleRock_standardcharges.csv
042012,AR,Baptist Health Extended Care Hospital-lr Inc,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/261286647_BHECH_StandardCharges.xlsx
042013,AR,Arkansas Continued Care Hospital Of Jonesboro,https://static1.squarespace.com/static/62827d5bb6e4de24c9a75e1b/t/6296640ee1ba2179621670e7/1654023183485/365754748_Arkansas-Continued-Care-Hospital-of-Jonesboro_standardcharges_2022.xls.xlsx
043026,AR,Baptist Health Rehabilitation Institute,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHRI_StandardCharges.xlsx
043028,AR,Encompass Health Rehabilitation Hospital Ft Smith,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105919_encompass-health-rehabilitation-hospital-of-fort-smith_standardcharges.csv
043029,AR,Encompass Health Rehabilitation Hospital,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-1429335_encompass-health-rehabilitation-hospital-of-jonesboro_standardcharges.csv
043031,AR,Chi St Vincent Sherwood Rehabilitation Hospital,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/251652121chi-st-vincent-sherwood-rehabilitation-hospital-a-partner-of-encompass-healthstandardcharge.csv
043032,AR,Encompass Health Rehab Hosp A Partner Of Wash Reg,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1652127_encompass-health-rehabilitation-hospital-a-partner-of-washington-regional_standardcharges.csv
043035,AR,"Chi St Vincent Hs Rehab Hosp, A Part Of Encompass",https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/251652121chi-st-vincent-hot-springs-rehabilitation-hospital-a-partner-of-encompass-healthstandardcha.csv
043036,AR,Everest Rehabilitation Hospital Nwa,https://www.everestrehab.com/Everest_Rehabilitation_Hospital_Arkansas_standardcharges_v2.csv
043037,AR,Mercy Rehabilitation Hospital,https://www.mercy.net/content/dam/mercy/en/web-assets/charge-files/301200418_MercyRehabilitationHospital_standardcharges.csv
044004,AR,Vantage Point Of Northwest Arkansas,https://www.vantagepointnwa.com/wp-content/uploads/pricing/2022/vantage_point_standard_pricing_2022.csv
044011,AR,Arkansas State Hospital,https://humanservices.arkansas.gov/wp-content/uploads/Arkansas_State_Hospital_Charge_Master_01-15-20.csv
044021,AR,Perimeter Behavioral Hospital Of West Memphis,https://assets.speakcdn.com/assets/2789/standard_charges_west_memphis_.xlsx
049802,AR,Baptist Health Medical Center,https://bhco.wpenginepowered.com/wp-content/uploads/2022/03/710236856_BHMC-LR_StandardCharges.xlsx
049803,AR,University Of Arkansas Medical Sciences-transplant,https://uamshealth.com/patients-and-guests/wp-content/uploads/sites/6/2022/01/UAMS-Price-Transparency.xlsx
050002,CA,St Rose Hospital,https://www.strosehospital.org/images/documents/ST_ROSE_CDM_01012022.xlsx
050006,CA,Providence St Joseph Hospital,https://www.providence.org/-/media/project/psjh/shared/files/pricing/phs/json/81-4791043_providence-st-joseph-hospital-eureka_standardcharges.json
050007,CA,Mills-peninsula Medical Center,https://www.sutterhealth.org/pdf/chargemaster/940562680-1043670334_MILLS-PENINSULA-MEDICAL-CENTER_standardcharges.csv
050008,CA,California Pacific Medical Ctr-davies Campus Hosp,https://www.sutterhealth.org/pdf/chargemaster/940562680-1659439834_CALIFORNIA-PACIFIC-MEDICAL-CENTER-DAVIES-CAMPUS_standardcharges.csv
050009,CA,Providence Queen Of The Valley Medical Center,https://www.providence.org/external/91-0655392_Kadlec-Regional-Medical-Center_StandardCharges_NC.json
050013,CA,Adventist Health St Helena,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHSHSAINTHELENACA&type=CDMWithoutLabel
050014,CA,Sutter Amador Hospital,https://www.sutterhealth.org/pdf/chargemaster/941156621-1447494323_SUTTER-AMADOR-HOSPITAL_standardcharges.csv
050016,CA,Arroyo Grande Community Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-coast/941196203_Arroyo-Grande-Community-Hospital_standardcharges.csv
050017,CA,Mercy General Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/sacramento/941196203_Mercy-General-Hospital_standardcharges.csv
050022,CA,Riverside Community Hospital,https://core.secure.ehc.com/src/util/detail-price-list/33-0751869_riverside-community-hospital_standardcharges.csv
050024,CA,Paradise Valley Hospital,https://www.paradisevalleyhospital.net/205837239_ParadiseValleyHospital_standardcharges.json
050025,CA,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,http://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json
050026,CA,Grossmont Hospital,https://images.sharp.com/com/patient/billing/330449527_grossmont-hospital_standardcharges.json
050036,CA,Bakersfield Memorial Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-california/951802779_Bakersfield-Memorial-Hospital_standardcharges.csv
050040,CA,Lac/olive View-ucla Medical Center,https://file.lacounty.gov/SDSInter/dhs/1100518_956000927_OliveView-UCLAMedicalCenter_standaradcharges.xlsx
050042,CA,St Elizabeth Community Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/941196203_St-Elizabeth-Community-Hospital_standardcharges.csv
050043,CA,Alta Bates Summit Medical Center,https://www.sutterhealth.org/pdf/chargemaster/940562680-1295181477_ALTA-BATES-SUMMIT-MEDICAL-CENTER-SUMMIT-CAMPUS_standardcharges.csv
050045,CA,El Centro Regional Medical Center,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbElCentro&type=CDMWithoutLabel
050047,CA,California Pacific Medical Center Van Ness Campus,https://www.sutterhealth.org/pdf/chargemaster/940562680-1740348929_CALIFORNIA-PACIFIC-MEDICAL-CENTER-VAN-NESS-CAMPUS_standardcharges.csv
050055,CA,California Pacific Medical Center - Mission Bernal,https://www.sutterhealth.org/pdf/chargemaster/940562680-1730238007_CALIFORNIA-PACIFIC-MEDICAL-CENTER-MISSION-BERNAL-CAMPUS_standardcharges.csv
050057,CA,Kaweah Health Medical Center,https://www.kaweahhealth.org/images/94-1534475_Kaweah-Health_Standard-Charges.xlsx
050058,CA,Glendale Mem Hospital & Hlth Center,https://www.dignityhealth.org/content/dam/dignity-health/socal/documents/815009488_Glendale-Memorial-Hospital_standardcharges.csv
050063,CA,Hollywood Presbyterian Medical Center,https://www.hollywoodpresbyterian.com/wp-content/uploads/2022/01/Hollywood-Presbyterian-Charge-Master.xlsx
050067,CA,Oak Valley Hospital District,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbOVHOAKDALECA&type=CDMWithoutLabel
050069,CA,Providence St. Joseph Hospital,https://www.providence.org/external/95-1643359_Providence-St.-Joseph-Hospital-Orange_StandardCharges_NC.json
050070,CA,Kaiser Foundation Hospital South San Francisco,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-south-san-francisco-medical-center-standard-charges-ncal-en.xlsx
050071,CA,Kaiser Foundation Hospital Santa Clara,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-santa-clara-medical-center-standard-charges-ncal-en.xlsx
050072,CA,Kaiser Foundation Hospital Walnut Creek,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-walnut-creek-medical-center-standard-charges-ncal-en.xlsx
050073,CA,Kaiser Foundation Hospital And Rehab Center,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-vallejo-medical-center-standard-charges-ncal-en.xlsx
050075,CA,Kaiser Foundation Hospital Oakland Richmond,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-oakland-medical-center-standard-charges-ncal-en.xlsx
050076,CA,Kaiser Foundation Hospital San Francisco,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-san-francisco-medical-center-standard-charges-ncal-en.xlsx
050077,CA,Scripps Mercy Hospital,https://apps.scripps.org/pricetransparency/951684089_ScrippsMercyHospitalSanDiego_standardcharges.csv
050078,CA,Providence Little Co Of Mary Med Ctr San Pedro,https://www.providence.org/external/42-1672806_Providence-Little-Co-of-Mary-Med-Center-San-Pedro_StandardCharges_NC.json
050082,CA,St Johns Regional Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-coast/941196203_St-Johns-Regional-Medical-Center_standardcharges.csv
050084,CA,St Joseph's Medical Center Of Stockton,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-california/465322209_St-Joseph-Behavioral-Health-Center_standardcharges.csv
050089,CA,Community Hospital Of San Bernardino,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/southern-california/941196203_Community-Hospital-San-Bernadino_standardcharges.csv
050090,CA,Sonoma Valley Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSonomaValley&type=CDMWithoutLabel
050096,CA,"West Covina Medical Center, Inc",https://westcovinamc.com/downloads/service_pricing_codes_WCMC.xlsx
050099,CA,San Antonio Regional Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSACHUPLANDCA&type=CDMWithoutLabel
050100,CA,Sharp Memorial Hospital,https://images.sharp.com/com/patient/billing/953782169_sharp-memorial-hospital_standardcharges.json
050101,CA,Sutter Solano Medical Center,https://www.sutterhealth.org/pdf/chargemaster/941156621-1366686248_SUTTER-SOLANO-MEDICAL-CENTER_standardcharges.csv
050103,CA,White Memorial Medical Center,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHWMLOSANGELESCA&type=CDMWithoutLabel
050107,CA,Marian Regional Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-coast/941196203_Marian-Regional-Medical-Center_standardcharges.csv
050108,CA,Sutter Medical Center Sacramento,https://www.sutterhealth.org/pdf/chargemaster/941156621-1811946734_SUTTER-MEDICAL-CENTER-SACRAMENTO_standardcharges.csv
050113,CA,San Mateo Medical Center,https://www.smchealth.org/sites/main/files/file-attachments/smmc_pricing_2022.xlsx
050115,CA,Palomar Health Downtown Campus,https://www.palomarhealth.org/media/file/956003843_PalomarHealth_standardcharges.csv
050116,CA,Northridge Hospital Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/southern-california/815009488_Northridge-Hospital-Medical-Center_standardcharges.csv
050121,CA,Adventist Health Hanford,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbHCMCHANFORDCA&type=CDMWithoutLabel
050125,CA,Regional Medical Center Of San Jose,https://core.secure.ehc.com/src/util/detail-price-list/77-0498674_regional-medical-center-of-san-jose_standardcharges.csv
050126,CA,Valley Presbyterian Hospital,https://www.valleypres.org/documents/content/VPH-Chargemaster-6-14-21.xlsx
050127,CA,Woodland Memorial Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/sacramento/815009488_Woodland-Memorial-Hospital_standardcharges.csv
050128,CA,Tri-city Medical Center,https://www.tricitymed.org/wp-content/uploads/2022/11/952126937_Tri-City-Medical-Center_standardcharges.csv
050129,CA,St Bernardine Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/southern-california/941196203_St-Bernardine-Medical-Center_standardcharges.csv
050131,CA,Novato Community Hospital,https://www.sutterhealth.org/pdf/chargemaster/940562680-1104059153_NOVATO-COMMUNITY-HOSPITAL_standardcharges.csv
050133,CA,Adventist Health And Rideout,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbRMHMARYSVILLECA&type=CDMWithoutLabel
050136,CA,Petaluma Valley Hospital,https://www.providence.org/external/91-0655392_Kadlec-Regional-Medical-Center_StandardCharges_NC.json
050137,CA,Kaiser Foundation Hospital Panorama City,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-Panorama-Medical-Center-standard-charges-scal-en.xlsx
050138,CA,Kaiser Foundation Hospital Los Angeles,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-Los-Angeles-Medical-Center-standard-charges-scal-en.xlsx
050139,CA,Kaiser Foundation Hospital Downey,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-Downey-Medical-Center-standard-charges-scal-en.xlsx
050140,CA,Kaiser Foundation Hospital Fontana,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941105628-Fontana-Medical-Center-standard-charges-scal-en.xlsx
050145,CA,Community Hospital Of The Monterey Peninsula,https://www.montagehealth.org/app/files/public/c18b22f0-3b59-4461-ad48-ee5d0d05cd3a/patient-family/cms-pricing-transparency-shoppable-regulation-2022-cdm.xlsx
050150,CA,Sierra Nevada Memorial Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/sacramento/941439787_Sierra-Nevada-Hospital_standardcharges.csv
050152,CA,Saint Francis Memorial Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/bayarea/941156295_St-Francis-Memorial-Hospital_standardcharges.csv
050158,CA,Encino Hospital Medical Center,https://www.encinomed.org/262128507_EncinoHospitalMedicalCenter_standardcharges.json
050168,CA,Providence St. Jude Medical Center,https://www.providence.org/external/95-1643325_St-Jude-Medical-Center_StandardCharges.json
050174,CA,Providence Santa Rosa Memorial Hospital,https://www.providence.org/-/media/project/psjh/shared/files/pricing/phs/json/81-4791043_santa-rosa-memorial-hospital_standardcharges.json
050177,CA,Ventura County Medical Center - Santa Paula Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbVentura&type=CDMWithoutLabel
050180,CA,John Muir Medical Center - Walnut Creek Campus,https://www.johnmuirhealth.com/content/dam/jmh/Documents/payments-and-insurance/941461843_JohnMuirMedicalCenter-WalnutCreek_standardcharges.csv
050189,CA,George L Mee Memorial Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMeeMemorial&type=CDMWithoutLabel
050192,CA,Adventist Health Reedley,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel
050194,CA,Watsonville Community Hospital,https://watsonvillehospital.com/wp-content/uploads/2020/02/Watsonville_CMList_1_1_2019.csv
050197,CA,Sequoia Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/bayarea/815009488_Sequoia-Hospital_standardcharges.csv
050204,CA,Palmdale Regional Medical Center,https://uhsfilecdn.eskycity.net/ac/953565954_palmdale-regional-medical-center_standardcharges.csv
050205,CA,Glendora Oaks Behavioral Health Hospital,https://www.glendorahospital.com/wp-content/uploads/2022/01/Glen-Transparency.xlsx
050211,CA,Alameda Hospital,https://www.alamedahealthsystem.org/wp-content/uploads/2021/06/Price-Transparency-Machine-Readable_2022.xlsx
050222,CA,Sharp Chula Vista Medical Center,https://images.sharp.com/com/patient/billing/952367304_sharp-chula-vista-medical-center_standardcharges.json
050224,CA,Hoag Memorial Hospital Presbyterian,https://upload.cdn-hoag.org/wp-content/uploads/2022/01/22010839/HMHP-CDM-Transparency-2022.xlsx
050228,CA,Zuckerberg San Francisco General Hosp & Trauma Ctr,https://live-zsfgcare.pantheonsite.io/wp-content/uploads/2021/01/City-County-San-Francisco-Machine-Readable-Standard-Charges.xlsx
050230,CA,Garden Grove Hospital & Medical Center,https://www.gardengrovehospital.com/262583411_GardenGroveHospitalMedicalCenter_standardcharges.json
050232,CA,French Hospital Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/legal/cdm-files-2021/ein_frenchhospitalmedicalcenter_standardcharges.xlsx
050234,CA,Sharp Coronado Hospital And Hlthcr Ctr,https://images.sharp.com/com/patient/billing/950651579_sharp-coronado-hospital-and-hlthcr-ctr_standardcharges.json
050236,CA,Adventist Health Simi Valley,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHSVSIMIVALLEYCA&type=CDMWithoutLabel
050239,CA,Glendale Adventist Medical Center,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbGAMCGLENDALECA&type=CDMWithoutLabel
050242,CA,Dominican Hospital,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/bayarea/941196203_Dominican-Hospital_standardcharges.csv
050248,CA,Natividad Medical Center,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbNMCSALINASCA&type=CDMWithoutLabel
050254,CA,Marshall Medical Center,https://www.marshallmedical.org/documents/content/HOSPITAL-SERVICES-11012021.xlsx
050261,CA,Sierra View Medical Center,https://www.sierra-view.com/documents/charge-master/941397461_Sierra-View-Medical-Center_standardcharges_010122.csv
050270,CA,Scripps Mercy Hospital - Chula Vista,https://apps.scripps.org/pricetransparency/951684089_ScrippsMercyHospitalChulaVista_standardcharges.csv
050272,CA,Redlands Community Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbRedlands&type=CDMWithoutLabel
050276,CA,Contra Costa Regional Medical Center,https://cchealth.org/medicalcenter/pdf/Standard-Charges.xlsx
050278,CA,Providence Holy Cross Medical Center,https://www.providence.org/external/95-4582647_providence-holy-cross-medical-center_standardcharges_nc.json
050290,CA,Providence Saint John's Health Center,https://www.providence.org/external/91-0655392_Kadlec-Regional-Medical-Center_StandardCharges_NC.json
050291,CA,Sutter Santa Rosa Regional Hospital,https://www.sutterhealth.org/pdf/chargemaster/940562680-1740413798_SUTTER-SANTA-ROSA-REGIONAL-HOSPITAL_standardcharges.csv
050292,CA,Riverside University Health System-medical Center,https://www.ruhealth.org/sites/default/files/billing-insurance/050292_RiversideUniversityHealthSystem_standardcharges.csv
050295,CA,Mercy Hospital - Bakersfield,https://www.dignityhealth.org/content/dam/dignity-health/documents/legal/cdm-files-2021/ein_mercyhospitalbakersfiled_standardcharges.xlsx
050296,CA,Hazel Hawkins Memorial Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbHHMHHOLLISTERCA&type=CDMWithoutLabel
050298,CA,Barstow Community Hospital,https://barstowhospital.com/wp-content/uploads/2022/08/Barstow_CMList_05_20_2022.csv
050300,CA,St Mary Medical Center,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/southern-california/941196203_St-Mary-Medical-Center_standardcharges.csv
050301,CA,Adventist Health Ukiah Valley,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbUkiahValleyCA&type=CDMWithoutLabel
050302,CA,Burlingame Health Care Center D/p Snf,https://www.sutterhealth.org/pdf/chargemaster/940562680-1043670334_MILLS-PENINSULA-MEDICAL-CENTER_standardcharges.csv
050305,CA,Alta Bates Summit Medical Center - Alta Bates Camp,https://www.sutterhealth.org/pdf/chargemaster/940562680-1639523004_ALTA-BATES-SUMMIT-MEDICAL-CENTER-ALTA-BATES-CAMPUS_standardcharges.csv
050309,CA,Sutter Roseville Medical Center,https://www.sutterhealth.org/pdf/chargemaster/941156621-1356390264_SUTTER-ROSEVILLE-MEDICAL-CENTER_standardcharges.csv
050313,CA,Sutter Tracy Community Hospital,https://www.sutterhealth.org/pdf/chargemaster/941156621-1821442864_SUTTER-TRACY-COMMUNITY-HOSPITAL_standardcharges.csv
050320,CA,Highland Hospital,https://www.alamedahealthsystem.org/wp-content/uploads/2021/06/Price-Transparency-Machine-Readable_2022.xlsx
050324,CA,Scripps Memorial Hospital La Jolla,https://apps.scripps.org/pricetransparency/951684089_ScrippsMemorialHospitalLaJolla_standardcharges.csv
050327,CA,Loma Linda University Medical Center,https://lluh.org/sites/lluh.org/files/953522679_lomalindauniversitymedicalcenter_standardcharges.csv
050329,CA,Corona Regional Medical Center,https://uhsfilecdn.eskycity.net/ac/432035443_corona-regional-medical-center_standardcharges.csv
050334,CA,Salinas Valley Memorial Hospital,https://www.svmh.com/documents/Standard-Charge-Amounts.xls
050335,CA,Adventist Health Sonora,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHSSONORACA&type=CDMWithoutLabel
