zip_code,bed_count,ccn,medicare_medicaid_eligible
80238,40,63036,TRUE
80020,36,63037,TRUE
80112,48,63038,TRUE
80045,479,63301,TRUE
80920,99,63303,TRUE
81003,438,64001,TRUE
80236,173,64003,TRUE
80027,72,64007,TRUE
80906,52,64009,TRUE
81501,46,64023,TRUE
80130,86,64024,TRUE
80923,24,64026,TRUE
80112,96,64028,TRUE
80534,92,64029,TRUE
80218,0,69865,TRUE
80045,0,69866,TRUE
80045,0,69867,FALSE
80210,0,69868,TRUE
6105,617,70002,TRUE
6260,104,70003,TRUE
6069,78,70004,TRUE
6721,357,70005,TRUE
6904,305,70006,TRUE
6320,280,70007,TRUE
6076,92,70008,TRUE
6610,497,70010,TRUE
6790,109,70011,TRUE
6066,102,70012,TRUE
6706,347,70016,TRUE
6450,144,70017,TRUE
6830,206,70018,TRUE
6320,55,07001F,FALSE
6457,275,70020,TRUE
6226,130,70021,TRUE
6504,874,70022,TRUE
6360,213,70024,TRUE
6102,819,70025,TRUE
6040,249,70027,TRUE
6606,397,70028,TRUE
6010,134,70029,TRUE
6111,198,07002F,FALSE
6418,160,70031,TRUE
6810,345,70033,TRUE
6856,328,70034,TRUE
6050,330,70035,TRUE
6032,204,70036,TRUE
6405,52,70038,TRUE
6492,91,70039,TRUE
6516,813,07003F,FALSE
6117,45,70040,TRUE
6340,0,07004F,FALSE
6610,314,07006E,FALSE
6508,42,07007E,FALSE
6492,137,72003,TRUE
6050,228,72004,TRUE
6112,60,73025,TRUE
6106,129,73300,TRUE
6457,386,74003,TRUE
6250,60,74008,TRUE
6508,70,74011,TRUE
6610,62,74012,TRUE
6840,129,74014,TRUE
6457,50,74015,TRUE
6504,0,79801,TRUE
6106,0,79802,TRUE
19718,1196,80001,TRUE
19805,395,80003,TRUE
19901,304,80004,TRUE
19973,119,80006,TRUE
19958,155,80007,TRUE
19963,168,80009,TRUE
19902,70,08001F,FALSE
19805,300,08002F,FALSE
19805,35,82000,TRUE
19709,40,83026,TRUE
19904,34,83027,TRUE
19899,260,83300,TRUE
19720,281,84001,TRUE
19713,92,84002,TRUE
19720,120,84003,TRUE
19901,73,84004,TRUE
19947,90,84005,TRUE
19718,0,89800,TRUE
19803,0,89801,TRUE
20037,371,90001,TRUE
20060,479,90003,TRUE
20007,535,90004,TRUE
20016,362,90005,TRUE
20032,184,90008,TRUE
20010,818,90011,TRUE
20331,250,09001F,FALSE
20422,291,09002F,FALSE
20012,1523,09003F,FALSE
20002,60,92002,TRUE
20032,82,92003,TRUE
20010,137,93025,TRUE
20010,323,93300,TRUE
20032,292,94001,TRUE
20016,104,94004,TRUE
20010,0,99800,TRUE
20010,0,99801,TRUE
20007,0,99802,TRUE
20037,0,99803,TRUE
32209,695,100001,TRUE
33435,481,100002,TRUE
32806,1738,100006,TRUE
32803,3220,100007,TRUE
33176,948,100008,TRUE
33901,895,100012,TRUE
32170,109,100014,TRUE
32114,563,100017,TRUE
34102,713,100018,TRUE
32901,514,100019,TRUE
33136,2230,100022,TRUE
34452,204,100023,TRUE
32504,547,100025,TRUE
32401,323,100026,TRUE
32796,208,100028,TRUE
33150,816,100029,TRUE
34761,216,100030,TRUE
33701,480,100032,TRUE
33140,672,100034,TRUE
34208,319,100035,TRUE
33021,1013,100038,TRUE
33316,723,100039,TRUE
32204,528,100040,TRUE
34698,507,100043,TRUE
34994,521,100044,TRUE
32720,164,100045,TRUE
33541,139,100046,TRUE
33950,208,100047,TRUE
32565,55,100048,TRUE
33870,126,100049,TRUE
33012,247,100050,TRUE
34711,122,100051,TRUE
33881,508,100052,TRUE
33013,356,100053,TRUE
32578,65,100054,TRUE
34689,168,100055,TRUE
32778,269,100057,TRUE
34474,385,100062,TRUE
34652,222,100063,TRUE
33705,448,100067,TRUE
32117,362,100068,TRUE
33614,119,100069,TRUE
34285,312,100070,TRUE
34601,244,100071,TRUE
32763,175,100072,TRUE
33308,557,100073,TRUE
33677,1364,100075,TRUE
33952,254,100077,TRUE
33136,700,100079,TRUE
33462,807,100080,TRUE
32435,50,100081,TRUE
34748,330,100084,TRUE
33064,409,100086,TRUE
34239,839,100087,TRUE
32207,1119,100088,TRUE
32086,335,100090,TRUE
32955,298,100092,TRUE
32501,646,100093,TRUE
33853,160,100099,TRUE
33708,660,10009F,FALSE
32960,332,100105,TRUE
32348,48,100106,TRUE
33936,88,100107,TRUE
33872,204,100109,TRUE
32922,45,10010F,FALSE
34741,404,100110,TRUE
32610,1111,100113,TRUE
32250,146,100117,TRUE
32164,99,100118,TRUE
33831,72,100121,TRUE
32539,110,100122,TRUE
32570,129,100124,TRUE
33033,147,100125,TRUE
33707,307,100126,TRUE
33756,687,100127,TRUE
33606,1041,100128,TRUE
33030,90,10012F,FALSE
33430,70,100130,TRUE
33180,407,100131,TRUE
33563,147,100132,TRUE
32063,25,100134,TRUE
32308,772,100135,TRUE
33837,193,100137,TRUE
32214,430,10013F,FALSE
32034,62,100140,TRUE
32446,100,100142,TRUE
33040,125,10014F,FALSE
33040,167,100150,TRUE
32224,304,100151,TRUE
33143,436,100154,TRUE
32055,91,100156,TRUE
33805,864,100157,TRUE
32025,439,10015F,FALSE
32771,221,100161,TRUE
34233,155,100166,TRUE
33133,488,100167,TRUE
33486,400,100168,TRUE
32813,135,10016F,FALSE
33613,626,100173,TRUE
34265,49,100175,TRUE
33410,199,100176,TRUE
32932,150,100177,TRUE
32216,454,100179,TRUE
32401,65,10017F,FALSE
33710,215,100180,TRUE
33143,146,100181,TRUE
33134,245,100183,TRUE
33016,360,100187,TRUE
33063,289,100189,TRUE
32512,250,10018F,FALSE
34655,340,100191,TRUE
32304,25,10019F,FALSE
33308,204,100200,TRUE
32605,528,100204,TRUE
33609,384,100206,TRUE
33175,447,100209,TRUE
33608,120,10020F,FALSE
33525,120,100211,TRUE
34471,545,100212,TRUE
34209,383,100213,TRUE
32978,145,100217,TRUE
32580,215,10021F,FALSE
33912,699,100220,TRUE
32547,309,100223,TRUE
33321,271,100224,TRUE
32073,365,100226,TRUE
33324,250,100228,TRUE
33024,301,100230,TRUE
32514,515,100231,TRUE
32177,99,100232,TRUE
33952,233,100236,TRUE
33709,288,100238,TRUE
32405,282,100242,TRUE
33511,431,100243,TRUE
33990,291,100244,TRUE
34950,398,100246,TRUE
33770,455,100248,TRUE
34428,128,100249,TRUE
34972,100,100252,TRUE
33458,248,100253,TRUE
32308,288,100254,TRUE
34667,290,100256,TRUE
33484,536,100258,TRUE
33573,112,100259,TRUE
34952,207,100260,TRUE
34613,350,100264,TRUE
34695,300,100265,TRUE
32561,77,100266,TRUE
34223,100,100267,TRUE
33428,195,100268,TRUE
33470,204,100269,TRUE
33612,218,100271,TRUE
33414,235,100275,TRUE
33065,200,100276,TRUE
33137,32,100277,TRUE
33028,486,100281,TRUE
33155,125,100284,TRUE
33029,178,100285,TRUE
34119,275,100286,TRUE
33401,333,100287,TRUE
33407,420,100288,TRUE
33331,206,100289,TRUE
32159,307,100290,TRUE
32935,119,100291,TRUE
32550,58,100292,TRUE
33146,281,100296,TRUE
32324,24,100298,TRUE
34202,120,100299,TRUE
34769,84,100302,TRUE
32216,313,100307,TRUE
32456,19,100313,TRUE
33196,133,100314,TRUE
32940,84,100315,TRUE
32907,152,100316,TRUE
33544,169,100319,TRUE
34758,76,100320,TRUE
32068,134,100321,TRUE
32765,64,100329,TRUE
32725,42,100330,TRUE
32827,64,100350,TRUE
34275,110,100359,TRUE
33328,165,100360,TRUE
32259,56,100361,TRUE
32207,72,10039E,FALSE
33825,58,10043E,FALSE
33155,116,10056E,FALSE
32608,350,10057F,FALSE
33612,640,10063F,FALSE
33125,504,10064F,FALSE
33410,192,10065F,FALSE
32827,100,10099F,FALSE
33873,25,101300,TRUE
32054,25,101303,TRUE
32424,25,101304,TRUE
32320,25,101305,TRUE
32425,20,101307,TRUE
32428,59,101308,TRUE
33440,25,101309,TRUE
32340,25,101311,TRUE
33050,8,101312,TRUE
33070,25,101313,TRUE
33128,47,102001,TRUE
32809,99,102003,TRUE
33611,155,102009,TRUE
33301,238,102010,TRUE
32207,107,102012,TRUE
33603,102,102013,TRUE
32043,73,102015,TRUE
32401,30,102017,TRUE
34240,40,102018,TRUE
34474,31,102019,TRUE
32308,29,102020,TRUE
34698,48,102021,TRUE
32610,44,102022,TRUE
33461,60,102023,TRUE
32504,54,102024,TRUE
33418,70,102025,TRUE
34637,77,102026,TRUE
32901,60,102027,TRUE
34484,40,102028,TRUE
33905,60,102029,TRUE
32117,34,102030,TRUE
33016,60,102031,TRUE
33936,50,102032,TRUE
33161,62,103026,TRUE
33311,26,103027,TRUE
33351,126,103028,TRUE
34240,96,103031,TRUE
32960,80,103032,TRUE
32308,76,103033,TRUE
32901,90,103034,TRUE
33155,90,103036,TRUE
33770,70,103037,TRUE
33189,60,103038,TRUE
32216,170,103039,TRUE
32405,75,103040,TRUE
34613,80,103042,TRUE
34471,80,103043,TRUE
34997,80,103044,TRUE
32714,50,103045,TRUE
32608,60,103046,TRUE
33548,50,103047,TRUE
32504,40,103048,TRUE
32084,40,103049,TRUE
33803,50,103050,TRUE
33606,80,103051,TRUE
32256,50,103052,TRUE
33909,40,103053,TRUE
33701,259,103300,TRUE
33155,309,103301,TRUE
32827,95,103304,TRUE
32324,949,104000,TRUE
33025,350,104001,TRUE
32063,1138,104007,TRUE
32216,93,104016,TRUE
33764,144,104017,TRUE
34748,46,104018,TRUE
32901,52,104024,TRUE
33334,100,104026,TRUE
34208,41,104040,TRUE
33012,72,104049,TRUE
34609,66,104057,TRUE
32308,46,104059,TRUE
34113,87,104063,TRUE
32808,56,104067,TRUE
32216,120,104069,TRUE
34952,75,104070,TRUE
34474,98,104071,TRUE
32821,174,104072,TRUE
32405,86,104073,TRUE
33908,114,104074,TRUE
33543,75,104075,TRUE
32826,112,104076,TRUE
34210,60,104078,TRUE
33021,50,104079,TRUE
34997,80,104080,TRUE
34769,64,104081,TRUE
32796,74,104082,TRUE
33407,42,104084,TRUE
33601,0,109801,TRUE
32803,0,109802,TRUE
32610,0,109803,TRUE
33136,0,109804,TRUE
33316,0,109805,TRUE
32224,0,109806,TRUE
32114,0,109807,TRUE
33701,0,109808,TRUE
33021,0,109810,TRUE
33331,0,109811,TRUE
33770,0,109812,TRUE
32504,0,109813,TRUE
30720,282,110001,TRUE
30286,119,110002,TRUE
31501,237,110003,TRUE
30041,78,110005,TRUE
30606,196,110006,TRUE
31703,691,110007,TRUE
30115,84,110008,TRUE
30322,661,110010,TRUE
30117,182,110011,TRUE
30180,40,110015,TRUE
30240,276,110016,TRUE
30014,90,110018,TRUE
30701,69,110023,TRUE
31412,320,110024,TRUE
31520,300,110025,TRUE
30553,56,110027,TRUE
30901,551,110028,TRUE
30501,461,110029,TRUE
30120,112,110030,TRUE
30223,160,110031,TRUE
30577,99,110032,TRUE
30912,632,110034,TRUE
30060,633,110035,TRUE
31404,530,110036,TRUE
31792,264,110038,TRUE
30535,53,110041,TRUE
30141,83,110042,TRUE
31419,294,110043,TRUE
31719,143,110044,TRUE
30680,56,110045,TRUE
30655,77,110046,TRUE
30705,42,110050,TRUE
30512,45,110051,TRUE
30162,284,110054,TRUE
31901,417,110064,TRUE
31093,186,110069,TRUE
31513,49,110071,TRUE
31750,75,110073,TRUE
30606,315,110074,TRUE
30458,150,110075,TRUE
30033,451,110076,TRUE
30308,481,110078,TRUE
30303,953,110079,TRUE
30342,410,110082,TRUE
30309,458,110083,TRUE
31082,56,110086,TRUE
30046,353,110087,TRUE
31533,88,110089,TRUE
30012,107,110091,TRUE
31023,94,110092,TRUE
31793,176,110095,TRUE
30434,65,110100,TRUE
31620,60,110101,TRUE
31015,65,110104,TRUE
31768,99,110105,TRUE
31201,637,110107,TRUE
30401,72,110109,TRUE
30824,47,110111,TRUE
30830,40,110113,TRUE
30312,762,110115,TRUE
39828,60,110121,TRUE
31602,335,110122,TRUE
31545,88,110124,TRUE
31021,190,110125,TRUE
30474,87,110128,TRUE
31995,376,110129,TRUE
31774,34,110130,TRUE
39819,80,110132,TRUE
31036,55,110135,TRUE
30417,49,110142,TRUE
30106,382,110143,TRUE
31558,40,110146,TRUE
31061,140,110150,TRUE
31069,39,110153,TRUE
30342,444,110161,TRUE
31217,250,110164,TRUE
30274,376,110165,TRUE
30165,201,110168,TRUE
30909,354,110177,TRUE
30134,108,110184,TRUE
30513,50,110189,TRUE
31063,49,110190,TRUE
30281,122,110191,TRUE
30078,200,110192,TRUE
39845,65,110194,TRUE
30076,167,110198,TRUE
31909,100,110200,TRUE
31210,103,110201,TRUE
31788,69,110209,TRUE
30214,221,110215,TRUE
30143,35,110225,TRUE
30058,84,110226,TRUE
30265,143,110229,TRUE
30097,110,110230,TRUE
30265,25,110233,TRUE
31639,63,110234,TRUE
30742,179,110236,TRUE
30533,52,110237,TRUE
30052,1,110241,TRUE
30324,1,110243,TRUE
31405,1,110244,TRUE
30012,1,110245,TRUE
30058,1,110246,TRUE
30060,1,110247,TRUE
30338,1,110248,TRUE
31201,1,110249,TRUE
30331,1,110250,TRUE
30035,1,110251,TRUE
30096,122,110252,TRUE
30315,100,11028F,FALSE
30033,456,11029F,FALSE
30904,1644,11030F,FALSE
31021,471,11031F,FALSE
31905,930,11032F,FALSE
30905,300,11033F,FALSE
30330,80,11034F,FALSE
31314,40,11035F,FALSE
31601,38,11038F,FALSE
31098,60,11039F,FALSE
31014,25,111302,TRUE
31064,17,111303,TRUE
30650,25,111304,TRUE
39837,25,111305,TRUE
31329,25,111306,TRUE
31634,25,111308,TRUE
31008,25,111310,TRUE
30442,25,111311,TRUE
30467,25,111312,TRUE
31024,25,111313,TRUE
39823,25,111314,TRUE
31830,25,111316,TRUE
31029,25,111318,TRUE
30233,25,111319,TRUE
30110,25,111320,TRUE
30453,25,111323,TRUE
30546,25,111324,TRUE
30673,25,111325,TRUE
31635,25,111326,TRUE
31510,25,111327,TRUE
31791,25,111328,TRUE
30642,25,111329,TRUE
30125,25,111330,TRUE
31730,25,111331,TRUE
31643,25,111332,TRUE
31539,25,111333,TRUE
30439,25,111334,TRUE
31310,25,111335,TRUE
30525,25,111336,TRUE
30635,25,111337,TRUE
31830,32,112000,TRUE
30309,152,112003,TRUE
30308,72,112004,TRUE
30030,76,112006,TRUE
30067,115,112007,TRUE
31405,40,112011,TRUE
31901,30,112012,TRUE
30904,30,112013,TRUE
31217,34,112016,TRUE
30606,42,112017,TRUE
31405,50,112018,TRUE
31830,52,113028,TRUE
31210,58,113029,TRUE
30901,58,113030,TRUE
30322,56,113031,TRUE
30265,50,113032,TRUE
31404,50,113033,TRUE
30041,50,113034,TRUE
30253,50,113035,TRUE
30322,295,113300,TRUE
30342,234,113301,TRUE
30046,96,114004,TRUE
31406,7,114008,TRUE
30338,246,114010,TRUE
30080,148,114012,TRUE
31917,300,114013,TRUE
31522,101,114016,TRUE
30034,347,114019,TRUE
31416,202,114028,TRUE
30906,355,114029,TRUE
30349,122,114032,TRUE
30274,45,114035,TRUE
31602,103,114036,TRUE
30655,70,114037,TRUE
30322,0,119800,TRUE
30912,0,119801,TRUE
30322,0,119802,TRUE
30309,0,119803,TRUE
96813,585,120001,TRUE
96793,213,120002,TRUE
96786,53,120004,TRUE
96720,142,120005,TRUE
96734,160,120006,TRUE
96817,212,120007,TRUE
96819,250,120011,TRUE
96766,71,120014,TRUE
96750,60,120019,TRUE
96438,1000,12001F,FALSE
96813,159,120022,TRUE
96701,116,120026,TRUE
96743,33,120028,TRUE
96782,48,12002E,FALSE
96782,152,12003E,FALSE
96742,39,12005E,FALSE
96819,229,12006F,FALSE
96796,25,121300,TRUE
96777,21,121301,TRUE
96755,25,121302,TRUE
96748,13,121303,TRUE
96731,11,121304,TRUE
96763,4,121305,TRUE
96746,14,121306,TRUE
96727,11,121307,TRUE
96790,9,121308,TRUE
96816,9,122001,TRUE
96817,100,123025,TRUE
96826,243,123300,TRUE
96826,24,123301,TRUE
96706,88,124001,TRUE
96813,0,129801,TRUE
83301,226,130002,TRUE
83501,145,130003,TRUE
83712,544,130006,TRUE
83706,365,130007,TRUE
83687,152,130013,TRUE
83605,150,130014,TRUE
83404,330,130018,TRUE
83440,81,130025,TRUE
83201,187,130028,TRUE
83648,35,13002F,FALSE
83702,188,13003F,FALSE
83814,321,130049,TRUE
83704,20,130063,TRUE
83221,43,130065,TRUE
83854,34,130066,TRUE
83687,87,130071,TRUE
83221,8,130073,TRUE
83404,88,130074,TRUE
83301,4,130075,TRUE
83805,14,131301,TRUE
83330,18,131302,TRUE
83252,11,131303,TRUE
83211,10,131304,TRUE
83467,18,131305,TRUE
83672,25,131307,TRUE
83611,10,131308,TRUE
83276,25,131309,TRUE
83338,25,131310,TRUE
83647,25,131311,TRUE
83638,15,131312,TRUE
83422,13,131313,TRUE
83837,25,131314,TRUE
83530,16,131315,TRUE
83254,21,131316,TRUE
83861,19,131317,TRUE
83617,16,131318,TRUE
83350,25,131319,TRUE
83544,23,131320,TRUE
83522,25,131321,TRUE
83263,20,131322,TRUE
83340,25,131323,TRUE
83213,14,131324,TRUE
83221,25,131325,TRUE
83318,25,131326,TRUE
83843,25,131327,TRUE
83864,48,131328,TRUE
83854,40,132001,TRUE
83709,60,132002,TRUE
83854,30,133027,TRUE
83706,40,133028,TRUE
83704,155,134002,TRUE
83704,22,134009,TRUE
83221,120,134010,TRUE
83642,92,134017,TRUE
61520,144,140001,TRUE
62002,222,140002,TRUE
60435,443,140007,TRUE
60160,274,140008,TRUE
60201,466,140010,TRUE
62948,104,140011,TRUE
61021,80,140012,TRUE
61614,305,140013,TRUE
62301,312,140015,TRUE
60608,431,140018,TRUE
62565,30,140019,TRUE
62526,75,14001E,FALSE
60504,210,140029,TRUE
60611,505,14002F,FALSE
60123,255,140030,TRUE
62401,146,140032,TRUE
62801,125,140034,TRUE
60612,505,14003F,FALSE
61081,98,140043,TRUE
62864,175,140046,TRUE
60617,263,140048,TRUE
60302,287,140049,TRUE
61832,1573,14004F,FALSE
62002,296,140052,TRUE
62769,731,140053,TRUE
60402,427,140054,TRUE
62052,67,140059,TRUE
60064,2487,14005F,FALSE
60463,436,140062,TRUE
60304,296,140063,TRUE
61401,166,140064,TRUE
60525,223,140065,TRUE
61637,730,140067,TRUE
60628,162,140068,TRUE
60088,920,14006F,FALSE
62207,109,140077,TRUE
60141,1850,14007F,FALSE
60202,427,140080,TRUE
60640,236,140082,TRUE
60644,176,140083,TRUE
60085,388,140084,TRUE
60637,782,140088,TRUE
61455,144,140089,TRUE
62959,176,14008F,FALSE
61801,316,140091,TRUE
61832,210,140093,TRUE
60623,176,140095,TRUE
61866,175,14009F,FALSE
60099,95,140100,TRUE
60450,89,140101,TRUE
60621,210,140103,TRUE
61350,50,140110,TRUE
61801,268,140113,TRUE
60625,284,140114,TRUE
60613,218,140115,TRUE
60050,177,140116,TRUE
60631,443,140117,TRUE
60612,727,140119,TRUE
62225,300,14011F,FALSE
61554,132,140120,TRUE
60521,261,140122,TRUE
60612,918,140124,TRUE
62040,406,140125,TRUE
61761,176,140127,TRUE
62801,558,14012E,FALSE
60045,222,140130,TRUE
60629,311,140133,TRUE
62526,372,140135,TRUE
62246,60,140137,TRUE
60614,96,14013E,FALSE
61362,90,140143,TRUE
62230,96,140145,TRUE
62450,151,140147,TRUE
62702,562,140148,TRUE
60612,507,140150,TRUE
60901,182,140155,TRUE
60616,494,140158,TRUE
60506,57,14015E,FALSE
61032,203,140160,TRUE
61764,81,140161,TRUE
61701,180,140162,TRUE
62901,140,140164,TRUE
62521,355,140166,TRUE
60970,94,140167,TRUE
60461,300,140172,TRUE
60506,315,140174,TRUE
60649,336,140177,TRUE
60805,298,140179,TRUE
60622,493,140180,TRUE
60617,137,140181,TRUE
60657,997,140182,TRUE
62959,92,140184,TRUE
62226,341,140185,TRUE
60901,341,140186,TRUE
62269,260,140187,TRUE
61938,203,140189,TRUE
60426,582,140191,TRUE
60640,245,140197,TRUE
60616,10,14019E,FALSE
60126,247,140200,TRUE
60048,284,140202,TRUE
60622,270,140206,TRUE
60453,695,140208,TRUE
61636,485,140209,TRUE
60608,264,14020E,FALSE
62946,78,140210,TRUE
60134,118,140211,TRUE
60451,304,140213,TRUE
60123,277,140217,TRUE
60608,100,14021E,FALSE
60068,638,140223,TRUE
60657,402,140224,TRUE
61104,397,140228,TRUE
60635,68,14022E,FALSE
60540,159,140231,TRUE
61108,254,140233,TRUE
61354,65,140234,TRUE
61103,431,140239,TRUE
60190,361,140242,TRUE
62025,87,14024E,FALSE
60634,299,140251,TRUE
60005,563,140252,TRUE
60007,483,140258,TRUE
61764,46,14025E,FALSE
61107,44,14026E,FALSE
61282,149,140275,TRUE
60153,507,140276,TRUE
61801,25,14027E,FALSE
61201,71,140280,TRUE
60611,894,140281,TRUE
60115,98,140286,TRUE
60515,366,140288,TRUE
62062,151,140289,TRUE
60539,43,14028E,FALSE
60169,342,140290,TRUE
60010,154,140291,TRUE
60139,186,140292,TRUE
62864,56,140294,TRUE
60615,222,140300,TRUE
60440,138,140304,TRUE
61755,40,14030E,FALSE
60433,41,14032E,FALSE
62650,40,14033E,FALSE
60064,100,14034F,FALSE
62016,25,141300,TRUE
61856,16,141301,TRUE
61036,19,141302,TRUE
61727,25,141303,TRUE
61231,22,141304,TRUE
62321,48,141305,TRUE
62088,25,141306,TRUE
62274,17,141307,TRUE
62263,15,141308,TRUE
61530,18,141309,TRUE
61342,25,141310,TRUE
62837,15,141311,TRUE
61068,25,141312,TRUE
62644,25,141313,TRUE
62363,25,141315,TRUE
60942,23,141316,TRUE
60936,25,141317,TRUE
61462,23,141318,TRUE
61254,25,141319,TRUE
61944,25,141320,TRUE
62812,16,141321,TRUE
62656,15,141322,TRUE
62960,25,141323,TRUE
62930,25,141324,TRUE
61443,25,141325,TRUE
62859,25,141326,TRUE
62863,25,141327,TRUE
62982,25,141328,TRUE
61270,25,141329,TRUE
61747,25,141330,TRUE
62832,25,141331,TRUE
62049,25,141332,TRUE
62681,22,141333,TRUE
62966,25,141334,TRUE
60033,25,141335,TRUE
62249,25,141336,TRUE
61356,25,141337,TRUE
62233,61,141338,TRUE
62568,25,141339,TRUE
60548,25,141340,TRUE
62557,25,141341,TRUE
62906,25,141342,TRUE
62454,25,141343,TRUE
62439,25,141344,TRUE
62881,25,141345,TRUE
62471,25,141346,TRUE
62626,25,141347,TRUE
62278,25,141348,TRUE
62286,25,141349,TRUE
62056,25,141350,TRUE
62839,18,141351,TRUE
62650,25,141352,TRUE
60044,21,141990,TRUE
60178,69,142006,TRUE
60164,258,142008,TRUE
60660,94,142009,TRUE
60521,189,142010,TRUE
60016,238,142011,TRUE
61605,50,142013,TRUE
60608,125,143025,TRUE
60611,242,143026,TRUE
60187,113,143027,TRUE
61108,65,143028,TRUE
62025,34,143029,TRUE
62269,40,143030,TRUE
60048,60,143031,TRUE
61265,40,143032,TRUE
60611,262,143300,TRUE
60649,77,143301,TRUE
60707,60,143302,TRUE
60130,210,144009,TRUE
60634,130,144010,TRUE
62002,24,144016,TRUE
62703,146,144021,TRUE
60644,160,144026,TRUE
60141,269,144028,TRUE
61820,72,144029,TRUE
60169,136,144031,TRUE
60107,178,144034,TRUE
60540,108,144035,TRUE
60123,582,144037,TRUE
62906,113,144038,TRUE
60624,88,144039,TRUE
60016,125,144040,TRUE
60451,100,144041,TRUE
60085,386,144042,TRUE
60637,0,149801,TRUE
60153,0,149802,TRUE
60612,0,149803,TRUE
60611,0,149804,TRUE
60612,0,149805,TRUE
60611,0,149806,TRUE
61637,0,149807,TRUE
62781,0,149808,TRUE
60453,0,149809,TRUE
46131,125,150001,TRUE
46402,536,150002,TRUE
46320,215,150004,TRUE
46122,160,150005,TRUE
46350,227,150006,TRUE
46902,162,150007,TRUE
46312,189,150008,TRUE
47130,241,150009,TRUE
46904,167,150010,TRUE
46952,99,150011,TRUE
46545,301,150012,TRUE
46360,310,150015,TRUE
46804,396,150017,TRUE
46514,297,150018,TRUE
46216,50,15001F,FALSE
46845,600,150021,TRUE
47933,103,150022,TRUE
47804,318,150023,TRUE
46202,343,150024,TRUE
46526,123,150026,TRUE
46805,200,15002F,FALSE
47362,90,150030,TRUE
46342,176,150034,TRUE
46383,301,150035,TRUE
46140,69,150037,TRUE
46202,660,15003F,FALSE
47591,165,150042,TRUE
47150,225,150044,TRUE
46706,45,150045,TRUE
47802,278,150046,TRUE
46802,191,150047,TRUE
47374,223,150048,TRUE
46953,1443,15004F,FALSE
47408,297,150051,TRUE
46202,1733,150056,TRUE
46158,82,150057,TRUE
46601,463,150058,TRUE
46060,162,150059,TRUE
46970,28,15005F,FALSE
47501,80,150061,TRUE
47274,93,150065,TRUE
47250,86,150069,TRUE
47808,65,15006F,FALSE
46947,83,150072,TRUE
46219,263,150074,TRUE
46714,79,150075,TRUE
46563,58,150076,TRUE
47747,558,150082,TRUE
46260,779,150084,TRUE
47025,78,150086,TRUE
46016,195,150088,TRUE
47303,379,150089,TRUE
46311,198,150090,TRUE
46750,36,150091,TRUE
46176,51,150097,TRUE
46622,160,15009E,FALSE
47750,414,150100,TRUE
46725,30,150101,TRUE
46534,53,150102,TRUE
46052,52,150104,TRUE
47905,186,150109,TRUE
46556,35,15010E,FALSE
47201,160,150112,TRUE
46011,137,150113,TRUE
47546,123,150115,TRUE
46511,50,15011E,FALSE
46321,437,150125,TRUE
46307,208,150126,TRUE
46227,127,150128,TRUE
47243,15,15012E,FALSE
46580,72,150133,TRUE
46755,31,150146,TRUE
47630,74,150149,TRUE
46825,131,150150,TRUE
46290,107,150153,TRUE
46032,107,150157,TRUE
46123,127,150158,TRUE
46278,38,150160,TRUE
46032,149,150161,TRUE
46237,385,150162,TRUE
46321,63,150165,TRUE
46307,18,150166,TRUE
46845,49,150167,TRUE
46804,44,150168,TRUE
46256,298,150169,TRUE
47150,12,150172,TRUE
47905,191,150173,TRUE
46545,29,150177,TRUE
46256,86,150179,TRUE
46037,46,150181,TRUE
47403,32,150183,TRUE
46202,1,150186,TRUE
46350,8,150191,TRUE
46032,23,150193,TRUE
46506,24,151300,TRUE
47394,25,151301,TRUE
47348,15,151302,TRUE
47265,19,151303,TRUE
46173,25,151304,TRUE
46996,25,151305,TRUE
47454,25,151306,TRUE
47993,16,151307,TRUE
46036,25,151308,TRUE
47834,25,151309,TRUE
46992,50,151310,TRUE
46072,25,151311,TRUE
47960,25,151312,TRUE
46975,25,151313,TRUE
47167,25,151314,TRUE
46703,25,151315,TRUE
46041,25,151316,TRUE
47441,25,151317,TRUE
46970,25,151318,TRUE
47670,25,151319,TRUE
47371,35,151320,TRUE
47586,25,151322,TRUE
46761,25,151323,TRUE
47978,46,151324,TRUE
47601,35,151325,TRUE
47842,25,151326,TRUE
47882,25,151327,TRUE
47421,25,151328,TRUE
47006,25,151329,TRUE
46733,35,151330,TRUE
47112,25,151331,TRUE
47240,25,151332,TRUE
46135,25,151333,TRUE
47170,25,151334,TRUE
47421,25,151335,TRUE
46220,25,151992,TRUE
46222,59,152007,TRUE
46250,45,152013,TRUE
47713,60,152014,TRUE
46260,74,152020,TRUE
46312,61,152024,TRUE
47303,32,152025,TRUE
46307,40,152028,TRUE
47630,103,153025,TRUE
46254,91,153028,TRUE
46804,36,153030,TRUE
47150,60,153037,TRUE
47905,40,153042,TRUE
46256,60,153043,TRUE
46143,44,153044,TRUE
46307,40,153045,TRUE
47129,42,153046,TRUE
46545,40,153047,TRUE
46032,40,153048,TRUE
47404,40,153049,TRUE
47906,16,154005,TRUE
46218,159,154008,TRUE
47804,16,154009,TRUE
47025,16,154011,TRUE
46562,16,154014,TRUE
47374,312,154018,TRUE
47250,332,154019,TRUE
46410,16,154020,TRUE
46952,16,154021,TRUE
46143,96,154024,TRUE
46527,16,154031,TRUE
46947,15,154035,TRUE
