CHG CODE,CHG CODE DESC,PRICE,AS OF DATE
57232,"YEAST, BREWER'S TABS",2,3/26/2020
57240,YUTOPAR TABS        ,6,3/26/2020
57257,YUTOPAR INJ 150 MG/1,482,3/26/2020
57273,ZINC OXIDE POWDER   ,4,3/26/2020
57299,ZANTAC/RANITIDINE 25,18,3/26/2020
57331,ZEPHIRAN AQ SOLN    ,26,3/26/2020
57349,ZINC OXIDE PASTE    ,8,3/26/2020
57356,ZONE A CREAM 1%     ,33,3/26/2020
57372,ZOPRIM TABLETS 800MG,2,3/26/2020
57380,ZONE-A LOTION       ,19,3/26/2020
57406,ZETAR EMULSION      ,9,3/26/2020
57414,ZETAR SHAMPOO       ,4,3/26/2020
57463,ZORPRIN 800MG 0 ORDE,2,3/26/2020
57471,ZYLOPRIM/ALLOPURINOL,4.6,3/26/2020
57489,ZAROXOLYN TAB 10MG  ,3,3/26/2020
57497,ZARONTIN 250MG CAP  ,3,3/26/2020
57513,ZINC CHLORIDE 1MG/ML,12,3/26/2020
57521,DEXTROSE 5% IN WATER,19.1,3/26/2020
57539,DEXTROSE 5%/.45% SAL,20.15,3/26/2020
57547,DEXTROSE 5% IN LAC.R,20.3,3/26/2020
57554,BRANCHAMIN 4%       ,77,3/26/2020
57562,DEXTROSE 5% IN WATER,16.1,3/26/2020
57570,DEXTROSE 5% IN WATER,15.65,3/26/2020
57588,DEXTROSE 5% IN WATER,11.75,3/26/2020
57596,DEXTROSE 5% IN WATER,11.85,3/26/2020
57604,DEXTROSE 5% /0.9% SA,19.3,3/26/2020
57620,RENAMINE 250CC      ,87,3/26/2020
57638,DEXTROSE 5%-RINGERS ,28,3/26/2020
57646,AMINOACID 5.5% W/ LY,62,3/26/2020
57661,SODIUM CHLORIDE 0.9%,16.45,3/26/2020
57679,SODIUM CHLORIDE 0.9%,18.65,3/26/2020
57687,DEXTROSE 10% 1000CC ,85,3/26/2020
57703,SODIUM CHLORIDE 0.9%,11.2,3/26/2020
57711,MANNITOL 15% IN WATE,52,3/26/2020
57729,DEXTROSE 5%/0.2% SAL,19.3,3/26/2020
57737,MANNITOL 20% IN WATE,60,3/26/2020
57745,DEXTROSE 5%/0.33% SA,21,3/26/2020
57752,DEXTROSE 10%/WATER 1,24,3/26/2020
57760,SODIUM CHLORIDE 0.9%,15.55,3/26/2020
57778,STERILE WATER 1000ML,30.8,3/26/2020
57786,SODIUM CHLORIDE 0.45,21.2,3/26/2020
57794,DEXTROSE 5%/.45% SAL,18,3/26/2020
57810,STERILE WATER  500ML,15.7,3/26/2020
57828,MANNITOL 20% IN WATE,74,3/26/2020
57836,DEXT 5%/ELECTROLYTE ,24,3/26/2020
57844,LACTATED RINGERS INJ,19.4,3/26/2020
57851,SODIUM CHLORIDE 5% I,22,3/26/2020
57877,PLASMA-LYTE 148/NORM,36.7,3/26/2020
57893,WATER FOR INJECTION ,15,3/26/2020
57901,SODIUM CHLORIDE 0.9%,22,3/26/2020
57919,SODIUM CHLORIDE 0.9%,24,3/26/2020
57927,WATER FOR IRRIG 500 ,16,3/26/2020
57935,WATER FOR IRRIG 1000,20,3/26/2020
57950,TRAVASOL 3.5%M 1000 ,41,3/26/2020
57976,DEXTROSE 70% SOLN 50,43,3/26/2020
57984,LACTATED RINGERS INJ,24,3/26/2020
57992,DEXTROSE 5% IN WATER,21,3/26/2020
58032,DEXTROSE 10% IN WATE,21.55,3/26/2020
58040,ALBUMIN 25% INJ     ,315,3/26/2020
58057,SODIUM CHLORIDE 0.45,18,3/26/2020
58065,SODIUM CHLORIDE 3% 5,23.05,3/26/2020
58073,RINGER'S INJECTION 1,24,3/26/2020
58099,ADD TO THE LAST 500M,2,3/26/2020
58107,SICU VEHICLE OF CHOI,2,3/26/2020
58115,SOD. CL. 0.9% SINGLE,15,3/26/2020
58123,SOD. CL. 0.9%-100ML ,15,3/26/2020
58156,PRE-OP PACK         ,39,3/26/2020
58164,*                   ,94,3/26/2020
58172,OPHTHALMIC TRAY     ,90,3/26/2020
58180,ALCOHOL WIPES 15-101,2,3/26/2020
58198,BAG AMBER-ZIP 3X5 #6,2,3/26/2020
58206,BAG MINIGRIP 2 X 3 #,2,3/26/2020
58214,BAG MINIGRIP 3 X 5 #,2,3/26/2020
58222,BAG MINIGRIP 6 X 9 #,2,3/26/2020
58230,CAP SURGEONS 71101  ,2,3/26/2020
58248,FINGER COT 22-9952  ,2,3/26/2020
58255,KY JELLY 2.7 GM     ,11,3/26/2020
58263,LABEL IV FOR PHARMAC,2,3/26/2020
58289,SECONDARY VENOSET PI,2,3/26/2020
58297,TISSUE TOMAC KERCHIE,2,3/26/2020
58305,EVAC CONTAINER 500ML,15,3/26/2020
58313,EVAC CONTAINER 1000M,18,3/26/2020
58321,VIAFLEX-Y-FLASH 1000,33,3/26/2020
58339,VIAFLEX 250ML       ,33,3/26/2020
58347,VIAFLEX 500ML       ,33,3/26/2020
58354,HEAT SHRINK BANDS   ,2,3/26/2020
58362,FLUID DISPENSING SYS,2,3/26/2020
58370,CREDIT MEMO FIS-22  ,2,3/26/2020
58388,BATCH HEADER FIS-22 ,2,3/26/2020
58396,NURSES NOTES-PROFILE,2,3/26/2020
58404,NURSES NOTES BLANK N,2,3/26/2020
58412,PRESCRIPTION PADS PH,2,3/26/2020
58420,PHYSICIAN INFO PHA-0,2,3/26/2020
58446,NARCOTIC 25 PHA-09  ,2,3/26/2020
58453,PHARMACY ORDERS PHA-,2,3/26/2020
58461,PHARMCHG PHA-16     ,2,3/26/2020
58479,PAPER CLIPS JUMBO   ,2,3/26/2020
58487,PAPER CLIPS SMALL NO,2,3/26/2020
58495,PENS BLACK          ,2,3/26/2020
58503,PENS-BLUE           ,2,3/26/2020
58511,PENS-RED            ,2,3/26/2020
58529,PLASTIC POCKETS FOR ,2,3/26/2020
58537,RUBBERBANDS NO 18   ,2,3/26/2020
58545,STAPLES 4           ,2,3/26/2020
58552,TAPE-SCOTCH 1/2 INCH,2,3/26/2020
58560,TYPEWRITER RIBBON 11,2,3/26/2020
58578,PADS LEGAL CANARY 81,2,3/26/2020
58586,FILE FOLDER TOP TAB ,2,3/26/2020
58594,MIMEO PAPER 8 1/2 X ,2,3/26/2020
58602,INDEXES-RING BINDER ,2,3/26/2020
58610,BINDERS 3 RING 1'' W,2,3/26/2020
58628,DEBIT/CREDIT MEMO PU,2,3/26/2020
58636,FILE FOLDER SIDE TAB,2,3/26/2020
58644,GENERAL STORES REQ. ,2,3/26/2020
58651,BINDERS 3-RING 2'' W,2,3/26/2020
58669,FORMS PAY-09 DEPT PA,2,3/26/2020
58677,"FORMS ADM-01,REFER M",2,3/26/2020
58685,STERILE FIELD 0905  ,2,3/26/2020
58693,NEEDLES MONOJECT 18G,2,3/26/2020
58719,SYRINGE 10 ML       ,4,3/26/2020
58727,SYRINGE MONOJECT 20M,4.95,3/26/2020
58735,SYRINGE 5 ML        ,4,3/26/2020
58743,SYRINGE T.B. 25X5/8 ,4,3/26/2020
58750,SYRINGE 3CC W/O 1010,3.85,3/26/2020
58776,LABEL IV IMPRINTED 3,2,3/26/2020
58784,TAPE DYMO BLACK 3/8 ,2,3/26/2020
58792,TAPE DYMO BLUE 3/8 I,2,3/26/2020
58800,TAPE DYMO GREEN 3/8 ,2,3/26/2020
58818,TAPE DYMO RED 3/8 IN,2,3/26/2020
58826,VIAFLEX 1000ML      ,33,3/26/2020
58834,RIBBONS FOR #5256-#1,2,3/26/2020
58859,VIVONEX DELIVERY SYS,22,3/26/2020
58867,PHA-15 OR/RR DRUG CH,2,3/26/2020
58875,NEEDLES MONOJECT 15 ,2,3/26/2020
58883,HYPERALIMENTATION TR,2,3/26/2020
58891,INDEX CARDS 3 X 5 LI,2,3/26/2020
58909,LABEL HOLDER FOR 1 I,2,3/26/2020
58917,LIQUID PAPER WHITE  ,2,3/26/2020
58933,CONTAINER FOR SYRING,2,3/26/2020
58941,IV LABEL FOR PHARMAC,2,3/26/2020
58958,HYPERALIMENTATION OR,2,3/26/2020
58966,PHA-17 INTENSIVE CAR,2,3/26/2020
58974,ISOSORBIDE DIN/ISORD,3,3/26/2020
59006,ACTIVASE 100MG VIAL ,316.85,3/26/2020
59014,AFRIN PED NOSE DROPS,10,3/26/2020
59048,ALDORIL D30 TABS    ,3,3/26/2020
59055,ANSPOR/CEPHRADINE 25,3,3/26/2020
59089,AZO-GANTANOL TAB    ,3,3/26/2020
59121,AMIKIN 1 GM INJ     ,203,3/26/2020
59147,BETADINE SURGICAL SC,4,3/26/2020
59154,BUMEX 0.25MG/ML AMP ,11,3/26/2020
59162,BORIC ACID 10% OPHT ,6,3/26/2020
59170,BROMPTONS COCKTAIL  ,3,3/26/2020
59196,CELESTONE 0.6MG/5ML ,24,3/26/2020
59220,CHLOROPTIC OPHT SOLN,29,3/26/2020
59238,COMBIPRES TAB 0.2MG ,3,3/26/2020
59253,CODEINE TAB 15MG    ,2,3/26/2020
59287,CARDIZEM TAB 90 MG  ,3,3/26/2020
59295,CLEOCIN-T LOTION    ,66,3/26/2020
59303,CETAPRED OPHTH OINT ,43,3/26/2020
59329,CYCLOGYL 2% OPHT SOL,25,3/26/2020
59337,CHLORPROMAZINE/THOR ,7,3/26/2020
59360,DEPO-MEDROL 40MG/ML ,41.5,3/26/2020
59378,DIENESTROL VAGINAL C,54,3/26/2020
59386,DERMOPLAST AEROSOL  ,15.9,3/26/2020
59402,DIMENHYDRANATE/DRAMA,14,3/26/2020
59436,DRISDOL CAPS        ,3,3/26/2020
59444,DECONAMINE SYRUP    ,4,3/26/2020
59451,DIETHYLSTILBESTROL T,1,3/26/2020
59469,DIMETANE TAB 4MG    ,2,3/26/2020
59477,DYCLONE 0.5% SOLN   ,58,3/26/2020
59485,DOBHOFF TUBE        ,95.6,3/26/2020
59493,DEXAMETHASONE 5-12 C,45,3/26/2020
59501,ELIXOPHYLLIN CAPS 10,3,3/26/2020
59519,ENTEX CAP           ,3,3/26/2020
59527,EPPY/N 1% OPHT SOLN ,27,3/26/2020
59543,EQUANIL WYSEALS 400 ,1,3/26/2020
59550,ELASE POWDER        ,38,3/26/2020
59568,EUTHROID 0.5 TABLET ,2,3/26/2020
59600,FLUORESCEIN SOD OPHT,6,3/26/2020
59634,GLUROL ORAL SOL 75%G,13,3/26/2020
59642,GEVRABON LIQUID     ,10,3/26/2020
59659,GELUSIL TABLET      ,2,3/26/2020
59667,GELUSIL-M LIQUID    ,4,3/26/2020
59691,HYGROTON TABLETS 25M,3,3/26/2020
59709,HALOTESTIN TAB  5MG ,4,3/26/2020
59717,HYTAKEROL CAP 0.125M,5,3/26/2020
59733,HCTZ/HYDRODIURIL 100,2,3/26/2020
59741,HYDERGINE SUBLINGUAL,3,3/26/2020
59782,ISMELIN TAB 25MG    ,3,3/26/2020
59790,ISONIAZID TAB 100MG ,2,3/26/2020
59808,ISOPTO TEARS        ,54,3/26/2020
59816,IODINE TINCTURE     ,9,3/26/2020
59824,INDERIDE LA 80/50 CA,4,3/26/2020
59840,ISOSORBIDE DIN/SORBI,2,3/26/2020
59857,KENALOG 0.1% OINTMEN,23,3/26/2020
59873,KEFTAB 500 MG TABS  ,5,3/26/2020
59899,KENALOG CREAM 0.025%,15,3/26/2020
59923,LORELCO TABS 250 MG ,3,3/26/2020
59949,LIDEX 0.05% CREAM   ,55,3/26/2020
59956,LUGOL SOLN STRONG IO,4,3/26/2020
59964,MOXALACTAM/MOXAM 2 G,54,3/26/2020
59972,MELLARIL 25MG/5ML SU,7,3/26/2020
59998,MYLANTA SUSP        ,4,3/26/2020
60004,MOL-IRON LIQUID 5 ML,1,3/26/2020
60012,MONISTAT DUAL-PAK   ,59,3/26/2020
60020,MANDELAMINE TAB  500,2,3/26/2020
60038,MOL-IRON TAB        ,2,3/26/2020
60046,MYLICON TAB 40MG    ,2,3/26/2020
60061,MAXIBOLIN 2MG TAB   ,1,3/26/2020
60095,NEO-SYNEPHRINE 1/8% ,7,3/26/2020
60103,NALDECON PEDI DROPS ,42,3/26/2020
60111,NEOSPORIN-G CREAM   ,7,3/26/2020
60137,NEO-DECADRON OPHT OI,14,3/26/2020
60145,NAVANE CAP 2MG      ,3,3/26/2020
60160,NORMODYNE 300MG TABL,3,3/26/2020
60194,NORPRAMIN TABLET 100,4,3/26/2020
60202,ORINASE TABLETS 250M,2,3/26/2020
60210,OPHTHOCORT OPHT OINT,33,3/26/2020
60228,OTRIVIN PED NOSE DRO,11,3/26/2020
60269,PEDIACOF LIQUID     ,4,3/26/2020
60277,PILOPINE HS GEL 4%  ,46,3/26/2020
60285,PROTOPAM INJ KIT    ,39,3/26/2020
60293,PEGANONE 250 MG TABL,3,3/26/2020
60301,PHAZYME TAB         ,2,3/26/2020
60327,PILOCARPINE 2% OPHT ,305.9,3/26/2020
60343,PERSANTINE TABLETS 5,4,3/26/2020
60350,POTASSIUM CHLORIDE I,9,3/26/2020
60376,PENTOBARBITAL ELIXIR,4,3/26/2020
60384,PILOCARPINE 5% OPHT ,26,3/26/2020
60418,REGROTON TAB        ,5,3/26/2020
60434,RENO-M-DIP          ,44,3/26/2020
60459,SOLU-CORTEF VIAL  10,56.3,3/26/2020
60467,SULFAMYLON CREAM    ,35,3/26/2020
60475,S.T.37              ,10,3/26/2020
60491,S.S.K.I. SOLN       ,24,3/26/2020
60517,SINOGRAFIN          ,240,3/26/2020
60525,THALLIUM TEST       ,199,3/26/2020
60533,TEGOPEN 125MG/5ML SO,59,3/26/2020
60558,TACE CAPS 25 MG     ,4,3/26/2020
60574,TEGOPEN 125MG/5ML SU,37,3/26/2020
60582,TORECAN TAB 10MG    ,3,3/26/2020
60590,TUSSEND TABS        ,1,3/26/2020
60608,TALWIN COMPOUND TABL,3,3/26/2020
60616,TUSSI-ORGANIDIN DM L,8,3/26/2020
60624,THEOCLEAR LA 130 MG ,1,3/26/2020
60632,THEOPHYL-SR 125MG CA,1,3/26/2020
60640,UNIPEN/NAFCILLIN SOL,43,3/26/2020
60657,VERSED 10MG/2ML VIAL,37,3/26/2020
60681,VERMOX CHEWABLE 100M,10,3/26/2020
60707,WYANOIDS-HC SUPP    ,2,3/26/2020
60715,WINE                ,8,3/26/2020
60731,ZINACEF 750 MG      ,14,3/26/2020
60749,SODIUM CHLORIDE 0.9%,10.65,3/26/2020
60756,KONYNE FACTOR IX COM,153,3/26/2020
60764,MASK SURGICAL       ,2,3/26/2020
60772,NARCOTIC 10 PHA-07  ,2,3/26/2020
60798,RIBBONS FOR #5211 PR,2,3/26/2020
60806,STAMP PAD RED-SIZE 1,2,3/26/2020
60814,BUCLADIN-S TABS     ,3,3/26/2020
60822,CLEOCIN INJ 300MG-2C,16,3/26/2020
60830,CYTOMEL 5MCG TABLET ,2,3/26/2020
60848,DONNATAL TAB        ,4,3/26/2020
60863,HYDROMORPHONE/DILAUD,3,3/26/2020
60913,FLURBIPROFEN 0.03% O,133.05,3/26/2020
60921,FLUPHENAZINE 1MG TAB,4.9,3/26/2020
60947,NUTRAMIGEN RTF      ,14,3/26/2020
60954,PHISODERM LIQUID    ,14.05,3/26/2020
60970,B & O SUPP 30MG     ,5,3/26/2020
60988,SLO-BID CAPS 100 MG ,2,3/26/2020
60996,BICITRA/WATER 50-50 ,6,3/26/2020
61002,TYLENOL SINUS TABS  ,2,3/26/2020
61010,SLO-BID CAPSULES 50 ,2,3/26/2020
61028,NEUTRA-PHOS CAPS    ,2,3/26/2020
61044,IMMUNE GLOBULIN IV H,93,3/26/2020
61085,TAVIST-D TABLETS    ,3,3/26/2020
61093,HYPAQUE 60% 200CC   ,56,3/26/2020
61101,SLO-BID CAPS 300 MG ,3,3/26/2020
61119,SPIRONOLACTONE SUSP ,13,3/26/2020
61127,PURINETHOL 50MG TABL,6,3/26/2020
61135,CARRINGTON GEL      ,32,3/26/2020
61143,BENZAC W 10% GEL    ,29,3/26/2020
61176,MAGNESIUM OXIDE CAPS,2,3/26/2020
61218,CHEMSTRIP BG 25'S   ,44,3/26/2020
61234,CAPOZIDE TABS 50/25 ,4,3/26/2020
61242,MESANTOIN 100 MG TAB,2,3/26/2020
61259,CHEMSTRIP BG 25'S   ,6,3/26/2020
61267,LEUCOVORIN TABS 2 MG,10,3/26/2020
61317,NIVEA/TRIAMCIN/MENTH,42,3/26/2020
61325,HEPARIN 10 UNITS IN ,11,3/26/2020
61333,DIASORB LIQUID      ,4,3/26/2020
61374,ATROPINE SYR 0.5 MG/,15,3/26/2020
61382,ORUDIS CAPS 50 MG   ,4,3/26/2020
61408,PHAZYME-95 TABLETS  ,2,3/26/2020
61416,CITRUCEL POWDER 30 M,4,3/26/2020
61424,BUF-PUF SPONGE      ,7,3/26/2020
61432,BETADINE/SUGAR MIXTU,3,3/26/2020
61440,MEAT TENDERIZER     ,9,3/26/2020
61481,"TCN250-NYST200,000-B",34,3/26/2020
61499,ALPHA-KERI SPRAY    ,9,3/26/2020
61507,CAPOZIDE TABS 50/15 ,4,3/26/2020
61515,THYROID STRONG TAB 1,2,3/26/2020
61523,SOD CHLORIDE 0.9% NO,9,3/26/2020
61531,B-COMPLEX W/C & B12 ,3.55,3/26/2020
61572,EXCEDRIN P. M. TABLE,2,3/26/2020
61580,DICLOFENAC 75MG TAB ,6.85,3/26/2020
61614,INTAL INHALER 112 DO,80,3/26/2020
61630,VOLTAREN TABS 25 MG ,3,3/26/2020
61663,MORPHINE SOLUTION 2 ,2,3/26/2020
61671,WINGEL LIQUID 12 0Z ,4,3/26/2020
61689,MORPHINE SOLUTION 3 ,2,3/26/2020
61697,MENEST 1.25MG TABLET,2,3/26/2020
61747,VALISONE 0.1% OINTME,61,3/26/2020
61754,MEZLIN 3GM VIAL     ,27,3/26/2020
61770,GOAT MILK           ,5,3/26/2020
61788,RECOMBIVAX VIAL 3 DO,284,3/26/2020
61796,TRAVASORB RENAL 4 OZ,13,3/26/2020
61804,ENKAID CAPS 35 MG   ,4,3/26/2020
61820,WATER FOR INJECTION ,16,3/26/2020
61838,NEO-SYNEPHRINE 1/4% ,7,3/26/2020
61861,VASELINE JELLY TUBE ,6,3/26/2020
61887,HIBICLENS LIQUID    ,4,3/26/2020
61895,HEXABRIX            ,232,3/26/2020
61911,OPTICROM 4% OPHT SOL,36,3/26/2020
61929,DEPONIT SYSTEM 10 MG,6,3/26/2020
61937,RIBOFLAVIN (B-2) 25M,1,3/26/2020
61945,LORELCO TABS 500 MG ,4,3/26/2020
61952,NOVOLIN R INSULIN-PE,11,3/26/2020
61960,NOVOLIN N INSULIN- A,11,3/26/2020
61978,ORTHO-NOVUM-777-21 D,48,3/26/2020
61994,LIDEX 0.05% CREAM   ,91,3/26/2020
62018,MORPHINE SUPP 5MG   ,6,3/26/2020
62042,CARDENE 30 MG CAPSUL,3,3/26/2020
62059,CYTOTEC 200 MCG TABL,4,3/26/2020
62083,AXID 300MG CAPSULES ,7,3/26/2020
62125,SOMOPHYLLIN-DF ORAL ,7,3/26/2020
62133,SLO-PHYLLIN 125 MG C,2,3/26/2020
62158,HISMANAL TABS 10 MG ,4,3/26/2020
62174,TRECATOR SC TABLET 2,2,3/26/2020
62190,NUPERCAINAL SUPPOSIT,3,3/26/2020
62208,SUSTACAL HC 8OZ     ,6,3/26/2020
62224,K-DUR TABLET 10 MEQ ,2,3/26/2020
62232,HEP FLUSH 3000 U/30 ,28,3/26/2020
62257,NORDETTE 28 DAY PAK ,57,3/26/2020
62265,PEPCID IV 20 MG/2ML ,8,3/26/2020
62273,DELTASONE 5MG DOSEPA,7,3/26/2020
62281,TUCKS BOX OF 100    ,12,3/26/2020
62315,SUPRAX ORAL SUSP 100,65,3/26/2020
62323,SUPRAX TABLET 400 MG,13,3/26/2020
62349,MORPHINE OS 20 MG/5 ,11,3/26/2020
62356,LTRYPTOPHAN TABLET 5,1,3/26/2020
62364,ANPHOJEL SUSP       ,4,3/26/2020
62372,RONDEC/CARDEC DROPS ,44,3/26/2020
62380,LOPRESSOR 100/50 TAB,4,3/26/2020
62398,CARDIZEM SR 120MG CA,3,3/26/2020
62406,SURMONTIL CAPS 50MG ,4,3/26/2020
62414,NYQUIL LIQUID       ,4,3/26/2020
62448,DOCUSATE SODIUM 250 ,2,3/26/2020
62463,SUSTACAL WITH FIBER ,6,3/26/2020
62471,PARAFON FORTE DSC 50,4,3/26/2020
62497,CARTROL TABLET 2.5 M,4,3/26/2020
62505,BRETHANCER SPACER   ,23,3/26/2020
62539,LOTRISONE/MASSE MIX ,44,3/26/2020
62547,ESGIC WITH CODEINE  ,2,3/26/2020
62554,COLLYRIUM EYE WASH  ,9,3/26/2020
62562,CLERZ-2 DROPS       ,12,3/26/2020
62604,NITRO-DUR-7.5 (0.3MG,6,3/26/2020
62620,MAGNESIUM TABS 250 M,1,3/26/2020
62653,PCA TUBING SET      ,24,3/26/2020
62661,PCA PUMP RENTAL     ,123.45,3/26/2020
62687,OS-CAL CHEWTAB 500 M,2,3/26/2020
62695,ENRICH WITH FIBER   ,6,3/26/2020
62711,PEPCID ORAL SUSP 400,172,3/26/2020
62729,MYOFLEX ANALGESIC CR,13,3/26/2020
62737,DERMAGRAN SPRAY     ,16,3/26/2020
62752,POLY-VI-FLOR W/IRON ,25,3/26/2020
62760,ROLAIDS TABLETS     ,2,3/26/2020
62786,P1E1 OPHT SOLN      ,38,3/26/2020
62802,DIDRONEL IV INFUSION,139,3/26/2020
62828,NALDECON SYR 30 ML  ,4,3/26/2020
62844,ENGERIX-B VIAL 20 MC,121,3/26/2020
62851,ALPHA KERI/BETAMETH ,75,3/26/2020
62869,FIBERALL POWDER     ,4,3/26/2020
62877,ISOCAL HN LIQUID    ,6,3/26/2020
62927,SOTRADECOL 1% AMPS  ,20,3/26/2020
62935,SOTRADECOL 1% AMPS  ,20,3/26/2020
62943,SOTRADECOL 3% AMPS  ,22,3/26/2020
62992,PREGESTIMIL POWDER  ,47,3/26/2020
63008,CARDIZEM SR 60MG    ,4,3/26/2020
63032,PERDIEM PACKETS     ,2,3/26/2020
63040,ENKAID CAPS 50 MG   ,3,3/26/2020
63065,BACTROBAN/LOTRIMIN 1,108,3/26/2020
63073,FIORICET TABS       ,3,3/26/2020
63081,ANUSOL HC/LOTRIMIN 1,81,3/26/2020
63099,E-PILO-2 OPTH SOL   ,38,3/26/2020
63107,ZONE-A FORTE LOTION ,23,3/26/2020
63115,CARDIZEM TABS 120 MG,3,3/26/2020
63123,HYDROCORTISONE 2.5% ,32.45,3/26/2020
63149,ST. JUDE'S MIXTURE M,42.4,3/26/2020
63164,AQUAPHOR/TRIAMCIN CR,113,3/26/2020
63172,TULIS HEEL PADS     ,31,3/26/2020
63180,METHADONE/DOLOPHINE ,12,3/26/2020
63198,TOBRADEX OPHT SOLN  ,46,3/26/2020
63222,PYRIDIUM 60MG/5ML SU,33,3/26/2020
63230,NIFEREX TABLETS     ,2,3/26/2020
63255,ERY-PED-400         ,39,3/26/2020
63271,EMETROL LIQUID      ,4,3/26/2020
63289,ANACIN MAXIMUM STREN,2,3/26/2020
63297,TITRALAC TABLETS    ,2,3/26/2020
63305,ROCALTROL 0.25MCG CA,5,3/26/2020
63313,MIXING FEE-CHEMOTHER,55,3/26/2020
63362,ONE TOUCH TEST STRIP,75,3/26/2020
63370,DORAL 15MG TABLETS  ,5,3/26/2020
63396,HUMULIN 70/30 INSULI,11,3/26/2020
63412,CORN PADS           ,6,3/26/2020
63420,T-GEL SHAMPOO       ,4,3/26/2020
63438,DEXT 5%/ELECTROLYTE ,27.85,3/26/2020
63446,MOBAN TABS 50 MG    ,3,3/26/2020
63461,PREPIDIL GEL 0.5MG  ,205,3/26/2020
63487,TRIAMCIN CREAM 1%/EU,37,3/26/2020
63495,WILSON'S MOUTHWASH  ,7,3/26/2020
63503,MILES MAGIC MOUTHWAS,7,3/26/2020
63511,CIPRO I.V. 200 MG   ,34,3/26/2020
63529,KUTRASE CAPSULES    ,3,3/26/2020
63537,FLOXIN TABS 200 MG  ,7,3/26/2020
63552,NEOLOID EMULSION    ,4,3/26/2020
63578,B.S.S. PLUS         ,136,3/26/2020
63586,"NYSTATIN,XYLOCAINE V",13,3/26/2020
63602,"TCN,XYLOCAINE VIS,BE",13,3/26/2020
63610,EPPY/N 2% OPHT SOLN ,21,3/26/2020
63651,FEMSTAT PREFILL VAG ,37,3/26/2020
63669,TRACER REAGENT STRIP,79,3/26/2020
63693,ETHMOZINE TABS 200 M,3,3/26/2020
63750,CAPASTAT 1GM IM INJE,36,3/26/2020
63792,OPTIPRANOLOL 0.3%   ,24,3/26/2020
63800,DERMAGRAN OINTMENT  ,44,3/26/2020
63818,ACETIC ACID 1/4% SOL,53,3/26/2020
63826,MASSENGILL DOUCHE PO,6,3/26/2020
63842,AQUAPHOR-TRIAMCIN CR,43,3/26/2020
63859,MASS VINEGAR & WATER,6,3/26/2020
63867,LOPROX 1% CREAM     ,43,3/26/2020
63891,CORTIFOAM           ,135,3/26/2020
63917,NIACIN SR 250MG TABL,2,3/26/2020
63925,VITAMIN E 200IU CAPS,3.55,3/26/2020
63958,CELONTIN CAPS 300 MG,3,3/26/2020
63966,PROSOM/ESTAZOLAM 2MG,4,3/26/2020
63974,PROSOM/ESTAZOLAM 1MG,4,3/26/2020
64014,SELDANE-D TABLET    ,4,3/26/2020
64030,DAPSONE 25MG TABLET ,2,3/26/2020
64055,PCE TABLET 500 MG   ,5,3/26/2020
64097,POLY-HISTINE CS LIQU,5,3/26/2020
64113,HYDROCORT 1% CR/NILS,34,3/26/2020
64121,TRACER II UNIT      ,93,3/26/2020
64154,FLOXIN 300 MG TABLET,8,3/26/2020
64170,MINERAL OIL         ,6.35,3/26/2020
64188,TOLECTIN TABS 600 MG,3,3/26/2020
64196,PROTIRELIN (TRH) 500,159,3/26/2020
64253,LODINE 200 MG CAPSUL,4,3/26/2020
64261,VASOTEC I. V. 2 ML V,59,3/26/2020
64352,BENADRYL & XYLOCAINE,8,3/26/2020
64360,DIPENTUM 250MG CAPSU,3,3/26/2020
64378,TORADOL/KETOROLAC 10,4,3/26/2020
64386,MAZICON 0.5MG/5ML VI,62,3/26/2020
64394,CORTEF ORAL SUSP    ,12,3/26/2020
64402,PRED-G OPTH SUSP    ,40,3/26/2020
64410,ACETIC ACID 5% SOLN ,6,3/26/2020
64436,CETACAINE SPRAY PER ,11,3/26/2020
64444,MEPIVICAINE 3% DENTA,8,3/26/2020
64451,LIDOCAINE 2% W EPI D,8,3/26/2020
64477,MONSEL'S SOLUTION   ,6,3/26/2020
64485,SCHILLER'S STAIN    ,6,3/26/2020
64493,TANNIC ACID POWDER P,11,3/26/2020
64519,LOTRIMIN/HYDROCORT 0,52,3/26/2020
64527,CHIBROXIN OPTHAL SOL,44,3/26/2020
64543,VALPIN 50MG TABLET  ,2,3/26/2020
64568,AMIN-AID DRINK ORANG,23,3/26/2020
64634,TALC POWDER         ,19,3/26/2020
64642,POLYMYXIN B SULFATE ,11,3/26/2020
64659,NORPLANT SYSTEM KIT ,958,3/26/2020
64675,HEP FLUSH 1000 U/30M,28,3/26/2020
64683,ZOFRAN 2MG/ML INJ   ,57,3/26/2020
64725,DR. TICHENOR'S ANTIS,4,3/26/2020
64733,HONEY GRADE A PURE W,4,3/26/2020
64758,CARDENE SR CAPS 45 M,3,3/26/2020
64782,HUMORSOL 0.125% OPHT,31,3/26/2020
64816,FLINTSTONES TABS    ,2,3/26/2020
64865,TRILAFON/PERPHENAZIN,3,3/26/2020
64899,NEPTAZANE 25MG TAB  ,3,3/26/2020
64907,KERLONE TAB 10MG    ,3,3/26/2020
64915,TARACTAN TAB 100 MG ,3,3/26/2020
64923,METAPROTERENOL SOL U,6,3/26/2020
64949,ISOETHARINE SOLN UD ,6,3/26/2020
64964,MIXING FEE-CHEMOTHER,28,3/26/2020
